"lizard_id","date","time","x","y","utm_east","utm_north","notes","temp","humid","wind","cloud","time_20_beeps"
"CB25","2021-07-26","04:32",-115.4006825,36.1648951,643858,4003432,"0643858 4003432",21.8,88.5,1.2,"cloudy",38
"CB25","2021-07-30","05:35",-115.4032269,36.1655596,643627,4003488,"0643627 4003488",24.2,89.3,0.4,"cloudy",38.88
"CB25","2021-07-31","04:50",-115.4032269,36.1655596,643627,4003488,"0643627 4003488",24.6,67.9,0,"cloudy",38.61
"CB15","2021-07-26","05:26",-115.4176928,36.1604344,642331,4002900,"B123 0642331 4002900",24.4,82.2,1,"cloudy",34.6
"CB15","2021-07-28","05:28",-115.4176928,36.1604344,642331,4002900,"B123 0642331 4002900",29.5,41.7,0,"partly cloudy",37.04
"CB15","2021-07-30","06:50",-115.4176928,36.1604344,642331,4002900,"B123 0642331 4002900",26.3,62.1,0,"cloudy",35.86
"CB15","2021-07-31","05:40",-115.4176928,36.1604344,642331,4002900,"B123 0642331 4002900",27.7,50.2,0,"cloudy",35.48
"CB24","2021-07-26","07:35",-115.4213054,36.1618524,641999,4003060,"b152 0641999 4003060",27,89.2,0.4,"cloudy",28.7
"CB24","2021-07-28","05:52",-115.4213054,36.1618524,641999,4003060,"b152 0641999 4003060",28.6,46.7,0.8,"partly cloudy",28.57
"CB24","2021-07-30","06:25",-115.4213054,36.1618524,641999,4003060,"b152 0641999 4003060",26.3,84.4,0.6,"cloudy",28.51
"CB24","2021-07-31","06:10",-115.4213054,36.1618524,641999,4003060,"b152 0641999 4003060",27.3,51.2,1.5,"cloudy",28.44
"CB3","2021-07-26","04:10",-115.432566694575,36.1616602560814,640997,4003014,"J148 0640997 4003014",23,75.1,0,"cloudy",39.07
"CB29","2021-07-26","04:34",-115.432599993004,36.1626483158753,640983,4003124,"J136 0640983 4003124
Remote obs",21.6,78.5,0,"cloudy",28.56
"CB9","2021-07-26","05:18",-115.427596336286,36.1697611593414,641413,4003923,"J135 0641413 4003923",23.5,76.5,0,"cloudy",28.72
"CB13","2021-07-27","04:13",-115.430732196682,36.1584406073402,641157,4002659,"J149 0641157 4002659
Note new azimuth- storm knocked down vegetation, revealing actual entrance.
Total length: 479mm
Head width: 52mm
Weight: 545g
Released at capture location 2021-07-29 with Jim and Connor after transmitter removal surgery.",23.1,59.1,0.4,"clear",NA
"CB3","2021-07-28","03:55",-115.432566694575,36.1616602560814,640997,4003014,"J148 0640997 4003014",25.5,42.5,0,"partly cloudy",37.74
"CB29","2021-07-28","04:19",-115.432599993004,36.1626483158753,640983,4003124,"J136 0640983 4003124
Remote obs",27,43.4,0.7,"partly cloudy",28.44
"CB9","2021-07-28","04:56",-115.427596336286,36.1697611593414,641413,4003923,"J135 0641413 4003923",26.4,41.5,0,"partly cloudy",28.69
"CB3","2021-07-30","04:38",-115.432566694575,36.1616602560814,640997,4003014,"J148 0640997 4003014",24,63,0,"cloudy",38.68
"CB29","2021-07-30","05:10",-115.432599993004,36.1626483158753,640983,4003124,"J136 0640983 4003124
Remote obs",25.4,53.1,0,"cloudy",28.38
"CB9","2021-07-30","06:04",-115.427596336286,36.1697611593414,641413,4003923,"J135 0641413 4003923",25.6,56,0,"cloudy",28.62
"CB3","2021-07-31","04:19",-115.432566694575,36.1616602560814,640997,4003014,"J148 0640997 4003014",24.9,55.9,0,"cloudy",38.68
"CB29","2021-07-31","04:50",-115.432599993004,36.1626483158753,640983,4003124,"J136 0640983 4003124",25.5,50.5,0,"cloudy",28.39
"CB9","2021-07-31","05:36",-115.427596336286,36.1697611593414,641413,4003923,"J135 0641413 4003923",27.4,47.8,0,"cloudy",28.71
